trait_id	original_category	product_module	trait_name_original	trait_name_consumer_friendly	scientific_description_short	what_can_be_tested	what_cannot_be_claimed	number_of_rsids	rsids	genes_cleaned	has_pdf_only_candidate_rsids	has_structured_catalog_rsids	marker_validation_status	requires_external_annotation	requires_clinvar_review	requires_gwas_review	requires_pharmgkb_review	requires_manual_scientific_review	privacy_or_regulatory_sensitivity	recommended_product_tier	mvp_include_candidate_yes_no	reason_for_tier	recommended_report_language	required_caveat	notes
wg-244	genetic_characteristics	Other/Unclassified	Absolute Pitch	Absolute Pitch	Genetic variants associated with Absolute Pitch.	Association testing using genetic markers from the structured WeGene catalog related to Absolute Pitch.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. Results are probabilistic and for informational/wellness purposes only.	1	rs3057	ASAP1	no	yes	structured_catalog_unvalidated	yes	no	yes	no	yes	moderate	A	yes	Non-sensitive trait with structured catalog rsIDs. MVP candidate pending external annotation.	consumer-friendly, non-clinical	Wellness/non-clinical trait report. Genetic markers are externally unvalidated. Results are probabilistic and for informational purposes only.	
wg-34	genetic_characteristics	Other/Unclassified	Autosomal Dominant Compelling Helio-Ophthalmic Outburst (ACHOO) Syndrome	Autosomal Dominant Compelling Helio-Ophthalmic Outburst (ACHOO) Syndrome	Genetic variants associated with Autosomal Dominant Compelling Helio-Ophthalmic Outburst (ACHOO) Syndrome.	Association testing using genetic markers from the structured WeGene catalog related to Autosomal Dominant Compelling Helio-Ophthalmic Outburst (ACHOO) Syndrome.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. Results are probabilistic and for informational/wellness purposes only.	1	rs10427255		no	yes	structured_catalog_unvalidated	yes	no	yes	no	yes	moderate	A	yes	Non-sensitive trait with structured catalog rsIDs. MVP candidate pending external annotation.	consumer-friendly, non-clinical	Wellness/non-clinical trait report. Genetic markers are externally unvalidated. Results are probabilistic and for informational purposes only.	No genes associated.
wg-2	genetic_characteristics	Other/Unclassified	Bitter Sensitivity	Bitter Sensitivity	Genetic variants associated with Bitter Sensitivity.	Association testing using genetic markers from the structured WeGene catalog related to Bitter Sensitivity.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. Results are probabilistic and for informational/wellness purposes only.	1	rs713598	TAS2R3;TAS2R38	no	yes	structured_catalog_unvalidated	yes	no	yes	no	yes	moderate	A	yes	Non-sensitive trait with structured catalog rsIDs. MVP candidate pending external annotation.	consumer-friendly, non-clinical	Wellness/non-clinical trait report. Genetic markers are externally unvalidated. Results are probabilistic and for informational purposes only.	
wg-3	genetic_characteristics	Other/Unclassified	Ear Wax	Ear Wax	Genetic variants associated with Ear Wax.	Association testing using genetic markers from the structured WeGene catalog related to Ear Wax.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. Results are probabilistic and for informational/wellness purposes only.	1	rs17822931	ABCC11	no	yes	structured_catalog_unvalidated	yes	no	yes	no	yes	moderate	A	yes	Non-sensitive trait with structured catalog rsIDs. MVP candidate pending external annotation.	consumer-friendly, non-clinical	Wellness/non-clinical trait report. Genetic markers are externally unvalidated. Results are probabilistic and for informational purposes only.	
wg-2287	genetic_tendency	Other/Unclassified	Educational Attainment	Educational Attainment	Genetic variants associated with Educational Attainment.	Association testing using genetic markers from the structured WeGene catalog related to Educational Attainment.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. Results are probabilistic and for informational/wellness purposes only.	4	rs94615;rs10930013;rs7708343;rs11191157	FBXL17;TANK	no	yes	structured_catalog_unvalidated	yes	no	yes	no	yes	moderate	A	yes	Non-sensitive trait with structured catalog rsIDs. MVP candidate pending external annotation.	consumer-friendly, non-clinical	Wellness/non-clinical trait report. Genetic markers are externally unvalidated. Results are probabilistic and for informational purposes only.	
wg-17	genetic_characteristics	Other/Unclassified	Fasting Plasma Glucose Levels	Fasting Plasma Glucose Levels	Genetic variants associated with Fasting Plasma Glucose Levels.	Association testing using genetic markers from the structured WeGene catalog related to Fasting Plasma Glucose Levels.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. Results are probabilistic and for informational/wellness purposes only.	1	rs560887	G6PC2	no	yes	structured_catalog_unvalidated	yes	no	yes	no	yes	moderate	A	yes	Non-sensitive trait with structured catalog rsIDs. MVP candidate pending external annotation.	consumer-friendly, non-clinical	Wellness/non-clinical trait report. Genetic markers are externally unvalidated. Results are probabilistic and for informational purposes only.	
wg-2301	genetic_tendency	Other/Unclassified	Frailty Tendency	Frailty Tendency	Genetic variants associated with Frailty Tendency.	Association testing using genetic markers from the structured WeGene catalog related to Frailty Tendency.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. Results are probabilistic and for informational/wellness purposes only.	6	rs13107;rs99532;rs10828;rs1363103;rs3959554;rs6751993	AIF1;BCL11A;FTO;PJA1;PPARD;PVRL2;SLC39A;SLC39A8	no	yes	structured_catalog_unvalidated	yes	no	yes	no	yes	moderate	A	yes	Non-sensitive trait with structured catalog rsIDs. MVP candidate pending external annotation.	consumer-friendly, non-clinical	Wellness/non-clinical trait report. Genetic markers are externally unvalidated. Results are probabilistic and for informational purposes only.	
wg-2291	genetic_tendency	Other/Unclassified	Free Earlobe Tendency	Free Earlobe Tendency	Genetic variants associated with Free Earlobe Tendency.	Association testing using genetic markers from the structured WeGene catalog related to Free Earlobe Tendency.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. Results are probabilistic and for informational/wellness purposes only.	4	rs72817;rs6756973;rs3827760;rs74030209	EDAR;FAM227A;ITGA8;MUC12;NFATC2;WNT10;WNT10A;ZFHX3	no	yes	structured_catalog_unvalidated	yes	no	yes	no	yes	moderate	A	yes	Non-sensitive trait with structured catalog rsIDs. MVP candidate pending external annotation.	consumer-friendly, non-clinical	Wellness/non-clinical trait report. Genetic markers are externally unvalidated. Results are probabilistic and for informational purposes only.	
wg-1503	genetic_characteristics	Other/Unclassified	Genetic Height	Genetic Height	Genetic variants associated with Genetic Height.	No genetic markers identified in the structured catalog.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. Results are probabilistic and for informational/wellness purposes only.	0			no	no	no_markers	no	no	no	no	no	low	E	no	No rsIDs linked to this trait.	N/A - no markers or not suitable	No genetic markers identified. Not suitable for commercial reporting.	
wg-2305	genetic_tendency	Other/Unclassified	Hand 2D-to-4D Ratio​	Hand 2D-to-4D Ratio​	Genetic variants associated with Hand 2D-to-4D Ratio​.	Association testing using genetic markers from the structured WeGene catalog related to Hand 2D-to-4D Ratio​.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. Results are probabilistic and for informational/wellness purposes only.	4	rs11581;rs4927012;rs314277;rs2332175	GLIS1;LIN28B;SMOC1	no	yes	structured_catalog_unvalidated	yes	no	yes	no	yes	moderate	A	yes	Non-sensitive trait with structured catalog rsIDs. MVP candidate pending external annotation.	consumer-friendly, non-clinical	Wellness/non-clinical trait report. Genetic markers are externally unvalidated. Results are probabilistic and for informational purposes only.	
wg-2283	genetic_tendency	Other/Unclassified	Large Nail Plate Tendency	Large Nail Plate Tendency	Genetic variants associated with Large Nail Plate Tendency.	Association testing using genetic markers from the structured WeGene catalog related to Large Nail Plate Tendency.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. Results are probabilistic and for informational/wellness purposes only.	4	rs26051;rs12186491;rs4672566;rs10497417	OLA1;SPINK6	no	yes	structured_catalog_unvalidated	yes	no	yes	no	yes	moderate	A	yes	Non-sensitive trait with structured catalog rsIDs. MVP candidate pending external annotation.	consumer-friendly, non-clinical	Wellness/non-clinical trait report. Genetic markers are externally unvalidated. Results are probabilistic and for informational purposes only.	
wg-2304	genetic_tendency	Other/Unclassified	Leadership Ability​​	Leadership Ability​​	Genetic variants associated with Leadership Ability​​.	Association testing using genetic markers from the structured WeGene catalog related to Leadership Ability​​.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. Results are probabilistic and for informational/wellness purposes only.	3	rs984849;rs1487441;rs4977839		no	yes	structured_catalog_unvalidated	yes	no	yes	no	yes	moderate	A	yes	Non-sensitive trait with structured catalog rsIDs. MVP candidate pending external annotation.	consumer-friendly, non-clinical	Wellness/non-clinical trait report. Genetic markers are externally unvalidated. Results are probabilistic and for informational purposes only.	No genes associated.
wg-2285	genetic_tendency	Other/Unclassified	Leisure Screen Time	Leisure Screen Time	Genetic variants associated with Leisure Screen Time.	Association testing using genetic markers from the structured WeGene catalog related to Leisure Screen Time.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. Results are probabilistic and for informational/wellness purposes only.	7	rs13107;rs70671;rs76267;rs1375561;rs11074658;rs34864022;rs4889530	AIF1;BCL11A;FTO;PJA1;PPARD;PVRL2;SLC39A;SLC39A8	no	yes	structured_catalog_unvalidated	yes	no	yes	no	yes	moderate	A	yes	Non-sensitive trait with structured catalog rsIDs. MVP candidate pending external annotation.	consumer-friendly, non-clinical	Wellness/non-clinical trait report. Genetic markers are externally unvalidated. Results are probabilistic and for informational purposes only.	
wg-2302	genetic_tendency	Other/Unclassified	Long Lifespan Tendency	Long Lifespan Tendency	Genetic variants associated with Long Lifespan Tendency.	Association testing using genetic markers from the structured WeGene catalog related to Long Lifespan Tendency.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. Results are probabilistic and for informational/wellness purposes only.	6	rs13172;rs17514;rs2802288;rs602633;rs1556516;rs7844965	APOE;CHRNA;CHRNA3;FOXO3;FURIN	no	yes	structured_catalog_unvalidated	yes	no	yes	no	yes	moderate	A	yes	Non-sensitive trait with structured catalog rsIDs. MVP candidate pending external annotation.	consumer-friendly, non-clinical	Wellness/non-clinical trait report. Genetic markers are externally unvalidated. Results are probabilistic and for informational purposes only.	
